iter	Passed	Remaining
271	1353	3622
272	1357	3615
273	1362	3609
274	1366	3602
275	1370	3595
276	1374	3588
277	1379	3582
278	1383	3575
279	1387	3567
280	1392	3562
281	1396	3556
282	1401	3549
283	1405	3543
284	1409	3537
285	1413	3528
286	1418	3525
287	1423	3519
288	1429	3516
289	1434	3511
290	1439	3507
291	1443	3501
292	1448	3496
293	1453	3490
294	1458	3486
295	1463	3480
296	1468	3475
297	1472	3469
298	1477	3463
299	1482	3459
300	1487	3453
301	1491	3447
302	1496	3441
303	1500	3435
304	1504	3429
305	1509	3423
306	1513	3416
307	1519	3413
308	1524	3408
309	1529	3404
310	1533	3398
311	1538	3392
312	1543	3388
313	1548	3383
314	1553	3378
315	1558	3373
316	1562	3366
317	1567	3360
318	1571	3355
319	1577	3351
320	1581	3345
321	1586	3339
322	1590	3334
323	1595	3327
324	1599	3322
325	1605	3320
326	1609	3313
327	1614	3307
328	1619	3302
329	1623	3295
330	1627	3289
331	1632	3283
332	1636	3278
333	1641	3272
334	1645	3266
335	1650	3261
336	1654	3255
337	1658	3249
338	1664	3244
339	1668	3238
340	1672	3233
341	1678	3228
342	1683	3224
343	1687	3218
344	1692	3213
345	1696	3206
346	1701	3202
347	1706	3197
348	1711	3191
349	1715	3185
350	1719	3179
351	1724	3174
352	1728	3167
353	1733	3162
354	1738	3158
355	1742	3152
356	1747	3146
357	1752	3143
358	1758	3139
359	1763	3135
360	1769	3131
361	1773	3126
362	1778	3121
363	1783	3116
364	1788	3111
365	1792	3105
366	1797	3100
367	1802	3095
368	1806	3088
369	1810	3083
370	1815	3077
371	1819	3071
372	1823	3065
373	1827	3059
374	1832	3053
375	1836	3047
376	1840	3041
377	1845	3036
378	1849	3030
379	1853	3024
380	1858	3018
381	1862	3012
382	1866	3007
383	1871	3001
384	1875	2995
385	1879	2989
386	1883	2983
387	1888	2978
388	1892	2972
389	1896	2967
390	1900	2960
391	1904	2954
392	1909	2948
393	1912	2941
394	1918	2937
395	1922	2932
396	1926	2926
397	1931	2920
398	1935	2915
399	1939	2909
400	1943	2902
401	1948	2898
402	1952	2892
403	1956	2886
404	1960	2880
405	1965	2876
406	1969	2869
407	1974	2864
408	1978	2858
409	1982	2852
410	1986	2847
411	1990	2841
412	1995	2836
413	1999	2830
414	2004	2825
415	2008	2819
416	2013	2815
417	2017	2809
418	2022	2804
419	2026	2798
420	2031	2793
421	2035	2788
422	2040	2783
423	2044	2777
424	2048	2771
425	2053	2766
426	2057	2760
427	2061	2755
428	2065	2749
429	2069	2743
430	2074	2738
431	2078	2732
432	2082	2727
433	2087	2721
434	2091	2716
435	2095	2711
436	2100	2705
437	2105	2700
438	2110	2696
439	2114	2691
440	2118	2685
441	2123	2681
442	2129	2677
443	2134	2672
444	2138	2667
445	2142	2661
446	2147	2656
447	2152	2652
448	2157	2647
449	2161	2642
450	2166	2637
451	2171	2632
452	2175	2626
453	2180	2622
454	2184	2616
455	2188	2611
456	2193	2605
457	2197	2600
458	2201	2594
459	2205	2588
460	2209	2583
461	2215	2580
462	2221	2576
463	2228	2574
464	2235	2572
465	2242	2570
466	2247	2565
467	2252	2560
468	2273	2574
469	2280	2571
470	2286	2568
471	2293	2565
472	2298	2560
473	2319	2573
474	2325	2570
475	2332	2567
476	2339	2564
477	2345	2561
478	2351	2557
479	2356	2552
480	2361	2547
481	2365	2542
482	2370	2537
483	2375	2532
484	2379	2526
485	2383	2520
486	2387	2515
487	2392	2510
488	2396	2504
489	2400	2498
490	2405	2493
491	2410	2488
492	2414	2483
493	2418	2477
494	2423	2472
495	2427	2466
496	2431	2461
497	2436	2455
498	2440	2450
499	2444	2444
500	2449	2439
501	2453	2434
502	2458	2428
503	2462	2423
504	2482	2433
505	2490	2431
506	2495	2426
507	2513	2433
508	2519	2430
509	2526	2427
510	2531	2422
511	2538	2419
512	2545	2416
513	2551	2412
514	2558	2409
515	2563	2404
516	2567	2398
517	2571	2392
518	2575	2387
519	2580	2381
520	2584	2376
521	2589	2370
522	2593	2365
523	2597	2359
524	2602	2354
525	2606	2349
526	2610	2343
527	2614	2337
528	2618	2331
529	2623	2326
530	2627	2320
531	2631	2315
532	2636	2309
533	2640	2304
534	2644	2298
535	2649	2293
536	2654	2288
537	2659	2283
538	2664	2278
539	2668	2273
540	2672	2267
541	2677	2262
542	2682	2257
543	2686	2252
544	2691	2246
545	2696	2241
546	2700	2236
547	2704	2230
548	2710	2226
549	2714	2221
550	2719	2215
551	2723	2210
552	2728	2205
553	2732	2200
554	2737	2194
555	2742	2189
556	2747	2184
557	2751	2179
558	2756	2174
559	2761	2169
560	2765	2164
561	2769	2158
562	2774	2153
563	2778	2148
564	2782	2142
565	2788	2137
566	2791	2131
567	2795	2126
568	2799	2120
569	2804	2115
570	2809	2110
571	2813	2105
572	2818	2100
573	2822	2094
574	2826	2089
575	2831	2084
576	2835	2078
577	2839	2073
578	2844	2068
579	2848	2062
580	2853	2057
581	2857	2052
582	2862	2047
583	2867	2042
584	2871	2037
585	2876	2032
586	2881	2027
587	2885	2022
588	2890	2016
589	2894	2011
590	2899	2006
591	2903	2000
592	2908	1996
593	2912	1990
594	2916	1985
595	2921	1980
596	2925	1974
597	2930	1969
598	2934	1964
599	2938	1959
600	2943	1953
601	2947	1948
602	2951	1942
603	2955	1937
604	2960	1932
605	2964	1927
606	2969	1922
607	2973	1917
608	2977	1911
609	2982	1906
610	2986	1901
611	2990	1896
612	2994	1890
613	2998	1885
614	3003	1880
615	3008	1875
616	3012	1870
617	3017	1865
618	3021	1859
619	3025	1854
620	3029	1849
621	3033	1843
622	3038	1838
623	3042	1833
624	3046	1828
625	3051	1822
626	3055	1817
627	3059	1812
628	3064	1807
629	3068	1802
630	3072	1796
631	3077	1792
632	3082	1786
633	3086	1782
634	3091	1776
635	3096	1772
636	3101	1767
637	3105	1762
638	3109	1756
639	3114	1751
640	3118	1746
641	3124	1742
642	3128	1737
643	3133	1732
644	3138	1727
645	3143	1722
646	3148	1717
647	3153	1713
648	3159	1708
649	3164	1703
650	3169	1698
651	3174	1694
652	3178	1689
653	3184	1684
654	3189	1679
655	3194	1675
656	3198	1670
657	3203	1665
658	3208	1660
659	3213	1655
660	3218	1650
661	3223	1645
662	3227	1640
663	3233	1636
664	3237	1631
665	3242	1626
666	3248	1621
667	3253	1616
668	3258	1612
669	3263	1607
670	3268	1602
671	3273	1597
672	3278	1592
673	3282	1587
674	3287	1582
675	3292	1578
676	3297	1573
677	3302	1568
678	3307	1563
679	3314	1559
680	3318	1554
681	3325	1550
682	3331	1546
683	3336	1541
684	3342	1536
685	3346	1531
686	3351	1526
687	3357	1522
688	3361	1517
689	3366	1512
690	3371	1507
691	3376	1503
692	3382	1498
693	3387	1493
694	3392	1488
695	3399	1484
696	3404	1479
697	3409	1475
698	3414	1470
699	3419	1465
700	3424	1460
701	3429	1455
702	3434	1450
703	3439	1446
704	3444	1441
705	3449	1436
706	3454	1431
707	3459	1426
708	3464	1422
709	3469	1417
710	3474	1412
711	3479	1407
712	3484	1402
713	3489	1397
714	3494	1392
715	3499	1387
716	3504	1383
717	3509	1378
718	3513	1373
719	3518	1368
720	3523	1363
721	3528	1358
722	3534	1354
723	3538	1349
724	3543	1344
725	3548	1339
726	3554	1334
727	3559	1330
728	3564	1324
729	3569	1320
730	3574	1315
731	3578	1310
732	3584	1305
733	3589	1300
734	3594	1295
735	3599	1291
736	3604	1286
737	3609	1281
738	3614	1276
739	3619	1271
740	3623	1266
741	3628	1261
742	3633	1256
743	3638	1251
744	3643	1246
745	3648	1242
746	3652	1237
747	3658	1232
748	3663	1227
749	3668	1222
750	3672	1217
751	3677	1212
752	3681	1207
753	3686	1202
754	3690	1197
755	3694	1192
756	3699	1187
757	3703	1182
758	3707	1177
759	3711	1172
760	3716	1167
761	3719	1161
762	3724	1156
763	3729	1151
764	3733	1146
765	3738	1142
766	3742	1136
767	3747	1132
768	3752	1127
769	3757	1122
770	3761	1117
771	3766	1112
772	3770	1107
773	3774	1102
774	3779	1097
775	3783	1092
776	3788	1087
777	3792	1082
778	3797	1077
779	3801	1072
780	3806	1067
781	3810	1062
782	3815	1057
783	3820	1052
784	3824	1047
785	3828	1042
786	3832	1037
787	3837	1032
788	3841	1027
789	3845	1022
790	3849	1017
791	3854	1012
792	3858	1007
793	3862	1002
794	3866	997
795	3871	992
796	3875	987
797	3880	982
798	3884	977
799	3888	972
800	3893	967
801	3897	962
802	3901	957
803	3905	952
804	3909	947
805	3914	942
806	3918	937
807	3922	932
808	3926	927
809	3931	922
810	3935	917
811	3939	912
812	3944	907
813	3948	902
814	3953	897
815	3957	892
816	3962	887
817	3966	882
818	3970	877
819	3975	872
820	3980	867
821	3985	863
822	3990	858
823	3993	853
824	3998	848
825	4002	843
826	4007	838
827	4011	833
828	4016	828
829	4020	823
830	4025	818
831	4029	813
832	4034	808
833	4039	803
834	4044	799
835	4050	794
836	4055	789
837	4059	784
838	4064	779
839	4068	774
840	4072	770
841	4077	765
842	4081	760
843	4098	757
844	4103	752
845	4107	747
846	4111	742
847	4116	737
848	4120	732
849	4124	727
850	4129	723
851	4134	718
852	4138	713
853	4142	708
854	4147	703
855	4151	698
856	4156	693
857	4160	688
858	4164	683
859	4168	678
860	4173	673
861	4177	668
862	4181	663
863	4185	658
864	4190	654
865	4196	649
866	4200	644
867	4204	639
868	4209	634
869	4214	629
870	4218	624
871	4222	619
872	4226	614
873	4231	609
874	4236	605
875	4240	600
876	4244	595
877	4249	590
878	4254	585
879	4258	580
880	4263	575
881	4268	571
882	4273	566
883	4277	561
884	4282	556
885	4286	551
886	4291	546
887	4296	541
888	4301	537
889	4305	532
890	4310	527
891	4315	522
892	4319	517
893	4324	512
894	4328	507
895	4333	502
896	4337	498
897	4342	493
898	4346	488
899	4350	483
900	4355	478
901	4359	473
902	4363	468
903	4368	463
904	4372	458
905	4376	454
906	4380	449
907	4384	444
908	4389	439
909	4393	434
910	4397	429
911	4401	424
912	4405	419
913	4409	414
914	4413	410
915	4417	405
916	4421	400
917	4426	395
918	4431	390
919	4435	385
920	4439	380
921	4444	375
922	4449	371
923	4454	366
924	4458	361
925	4465	356
926	4469	351
927	4474	347
928	4478	342
929	4483	337
930	4487	332
931	4491	327
932	4495	322
933	4499	317
934	4504	313
935	4508	308
936	4514	303
937	4518	298
938	4522	293
939	4526	288
940	4531	284
941	4536	279
942	4540	274
943	4544	269
944	4547	264
945	4552	259
946	4557	255
947	4561	250
948	4566	245
949	4569	240
950	4573	235
951	4578	230
952	4582	226
953	4587	221
954	4591	216
955	4596	211
956	4601	206
957	4605	201
958	4610	197
959	4614	192
960	4617	187
961	4621	182
962	4625	177
963	4628	172
964	4632	168
965	4635	163
966	4639	158
967	4643	153
968	4647	148
969	4651	143
970	4654	139
971	4658	134
972	4662	129
973	4666	124
974	4669	119
975	4673	114
976	4676	110
977	4680	105
978	4684	100
979	4687	95
980	4691	90
981	4694	86
982	4698	81
983	4702	76
984	4706	71
985	4709	66
986	4713	62
987	4716	57
988	4722	52
989	4725	47
990	4729	42
991	4733	38
992	4737	33
993	4741	28
994	4745	23
995	4750	19
996	4753	14
997	4757	9
998	4761	4
999	4766	0
