iter	RMSE
630	0.399178767
631	0.3988690558
632	0.3986406634
633	0.3983711899
634	0.3981391747
635	0.3977462032
636	0.3973408809
637	0.3969881277
638	0.3966631245
639	0.3962779237
640	0.3961284691
641	0.3958131254
642	0.3954980271
643	0.3952280929
644	0.3950115879
645	0.3947087162
646	0.3945229628
647	0.3944031299
648	0.3943117545
649	0.393928222
650	0.3938583658
651	0.3935644538
652	0.3934692761
653	0.3930411903
654	0.3927020423
655	0.3924213627
656	0.3920431246
657	0.3916018632
658	0.3912150945
659	0.3909502538
660	0.3906488643
661	0.390446452
662	0.3902638419
663	0.3901088946
664	0.3899736509
665	0.3895752765
666	0.3891503232
667	0.3888323656
668	0.3886697349
669	0.388307006
670	0.3880994549
671	0.3876774812
672	0.3875775425
673	0.3874411848
674	0.3872634768
675	0.3869773276
676	0.3867497362
677	0.386505048
678	0.3863235099
679	0.3860932609
680	0.3858770924
681	0.3857353052
682	0.3853479613
683	0.3850808397
684	0.3847274444
685	0.3845425741
686	0.3843747741
687	0.3841629766
688	0.3840039635
689	0.3838744137
690	0.3833889162
691	0.3830956554
692	0.3827860818
693	0.3825462665
694	0.3825366223
695	0.3821573073
696	0.3819257718
697	0.3816716878
698	0.3816093059
699	0.3813328001
700	0.3812494509
701	0.3808207379
702	0.3806348993
703	0.3802886273
704	0.3798361411
705	0.3794495208
706	0.3792958075
707	0.3790803607
708	0.3789815875
709	0.3786329187
710	0.3784326645
711	0.3781837258
712	0.377679982
713	0.3774164902
714	0.3772048067
715	0.3769659463
716	0.3766897409
717	0.3763200711
718	0.3759563151
719	0.37582309
720	0.3756664673
721	0.3755939965
722	0.3755099857
723	0.3753381685
724	0.3752756823
725	0.3749994831
726	0.3749692293
727	0.3747534791
728	0.3747294515
729	0.3744562249
730	0.3741815412
731	0.3740485745
732	0.3738458777
733	0.3736099362
734	0.3734734844
735	0.3732438876
736	0.3729552466
737	0.3727235819
738	0.3721956912
739	0.3719193868
740	0.3717494412
741	0.3714858668
742	0.3713892304
743	0.3712292468
744	0.3707778976
745	0.3704941534
746	0.3703142041
747	0.3700835961
748	0.369787114
749	0.3695474023
750	0.3694656883
751	0.369192326
752	0.3689047537
753	0.3685560395
754	0.3682168145
755	0.3680733533
756	0.367728934
757	0.367599442
758	0.3672045532
759	0.3670953126
760	0.3669219255
761	0.366558079
762	0.3662429914
763	0.3658800016
764	0.3657340013
765	0.3654958419
766	0.3653103301
767	0.3652341618
768	0.3648652075
769	0.364546987
770	0.3643701363
771	0.3640153692
772	0.3638884642
773	0.3636149298
774	0.3633354025
775	0.3629613092
776	0.3626451515
777	0.3624036029
778	0.36233509
779	0.3622261391
780	0.3619144884
781	0.3616033082
782	0.3612989359
783	0.3612255058
784	0.3609446139
785	0.3607045974
786	0.3603078032
787	0.360120124
788	0.3598689629
789	0.3597907639
790	0.3595504829
791	0.3592493637
792	0.3589926954
793	0.3584482384
794	0.3583786573
795	0.3582786188
796	0.3580569471
797	0.3579790754
798	0.3576463776
799	0.3573133063
800	0.3571938261
801	0.3568497177
802	0.3566990363
803	0.3564720203
804	0.3564062587
805	0.3559562815
806	0.3558379925
807	0.3556884358
808	0.3555944087
809	0.3552504265
810	0.3550922521
811	0.3549045887
812	0.3547257372
813	0.3542283601
814	0.3538853533
815	0.3537184336
816	0.3535364532
817	0.3533962117
818	0.3531371003
819	0.3528609114
820	0.3525705724
821	0.3520634872
822	0.3519676175
823	0.3517964237
824	0.3517102277
825	0.3515969816
826	0.3512847657
827	0.3510884322
828	0.3507217126
829	0.3507050444
830	0.3505688636
831	0.3503473785
832	0.3502917772
833	0.3499834273
834	0.3498391329
835	0.3495258687
836	0.3493882958
837	0.3493218298
838	0.3489181051
839	0.3488766443
840	0.348747207
841	0.3486298683
842	0.3483725535
843	0.3481753243
844	0.3479539275
845	0.3478084861
846	0.3477687333
847	0.3476436267
848	0.3475616236
849	0.3472579098
850	0.3470277015
851	0.3468905198
852	0.3466684197
853	0.3463854619
854	0.3463115611
855	0.3461381046
856	0.3458536501
857	0.3457041908
858	0.345549923
859	0.3453840415
860	0.3450890453
861	0.3448521794
862	0.3445296396
863	0.3443275302
864	0.3440438967
865	0.3439409154
866	0.3437697787
867	0.3435535318
868	0.3433263799
869	0.343208071
870	0.3430777532
871	0.3429821856
872	0.3427459595
873	0.3425621725
874	0.3423278443
875	0.3421669547
876	0.3418622912
877	0.3415973564
878	0.3414507845
879	0.3413523744
880	0.3412039184
881	0.3409228781
882	0.3406644713
883	0.3405502506
884	0.3403318926
885	0.3400611663
886	0.3398256383
887	0.3395472154
888	0.3394453111
889	0.3393139179
890	0.3389848734
891	0.338855617
892	0.338572524
893	0.3382277825
894	0.338066721
895	0.337897003
896	0.3377710316
897	0.3375902222
898	0.3373508878
899	0.3370903915
900	0.3368782073
901	0.3366192033
902	0.3363733199
903	0.3362312854
904	0.3360135616
905	0.3357822932
906	0.3355726073
907	0.3354298609
908	0.3350618694
909	0.334946078
910	0.3346676884
911	0.334549195
912	0.3342530922
913	0.3341266853
914	0.3338053976
915	0.3337858438
916	0.333641584
917	0.3334095685
918	0.3332092556
919	0.3328908404
920	0.3327227005
921	0.3326355843
922	0.3323841384
923	0.3321933573
924	0.332079089
925	0.3318617495
926	0.3315956899
927	0.3314135853
928	0.3312299659
929	0.3311206622
930	0.3309390302
931	0.3307824751
932	0.3305315898
933	0.3303027899
934	0.3300080999
935	0.329703188
936	0.3295532604
937	0.3291228982
938	0.3290578159
939	0.3288063353
940	0.3286922843
941	0.3284222147
942	0.3283326118
943	0.3280166331
944	0.327857774
945	0.3277169414
946	0.327294488
947	0.3268380269
948	0.326712755
949	0.3265475716
950	0.3260560177
951	0.3257279884
952	0.3255794315
953	0.3254259482
954	0.3251833016
955	0.3248305599
956	0.3245752339
957	0.3244963272
958	0.324327106
959	0.3241353001
960	0.3239217168
961	0.3235134023
962	0.3233786817
963	0.3231666933
964	0.3230211542
965	0.3228952398
966	0.3226550789
967	0.3222764173
968	0.3218093927
969	0.3217325147
970	0.3214920054
971	0.32146871
972	0.3211144768
973	0.3208567307
974	0.3208421094
975	0.3204607529
976	0.3203133055
977	0.3200682667
978	0.3199614391
979	0.3198352737
980	0.3195148675
981	0.3193938455
982	0.3190903697
983	0.3190216457
984	0.3189218742
985	0.3186351648
986	0.3184581635
987	0.3182301598
988	0.3179134474
989	0.3177195025
990	0.3174787177
991	0.3174322075
992	0.3173360581
993	0.3170899353
994	0.3169247278
995	0.316629672
996	0.3165779925
997	0.3162596518
998	0.3161598569
999	0.3160465793
