iter	Passed	Remaining
497	9588	9665
498	9643	9682
499	9668	9668
500	9684	9646
501	9702	9624
502	9719	9603
503	9738	9583
504	9755	9562
505	9776	9544
506	9812	9541
507	9838	9528
508	9855	9506
509	9873	9486
510	9892	9466
511	9911	9446
512	9931	9427
513	9947	9405
514	9963	9382
515	9978	9359
516	9995	9338
517	10010	9315
518	10024	9290
519	10044	9271
520	10056	9245
521	10077	9228
522	10092	9204
523	10111	9184
524	10128	9164
525	10145	9142
526	10165	9124
527	10187	9107
528	10208	9089
529	10225	9067
530	10245	9049
531	10263	9028
532	10279	9006
533	10296	8984
534	10312	8963
535	10328	8941
536	10344	8918
537	10358	8895
538	10374	8873
539	10389	8850
540	10424	8844
541	10442	8823
542	10462	8805
543	10480	8785
544	10496	8762
545	10512	8741
546	10527	8718
547	10540	8693
548	10553	8669
549	10566	8644
550	10579	8620
551	10590	8595
552	10615	8580
553	10635	8562
554	10655	8543
555	10683	8531
556	10699	8509
557	10715	8487
558	10732	8466
559	10747	8444
560	10761	8421
561	10774	8396
562	10785	8371
563	10799	8348
564	10840	8346
565	10859	8327
566	10873	8303
567	10885	8278
568	10897	8254
569	10910	8230
570	10923	8207
571	10939	8185
572	10950	8160
573	10961	8135
574	10974	8111
575	10990	8090
576	11001	8065
577	11010	8039
578	11024	8015
579	11038	7993
580	11051	7969
581	11068	7949
582	11086	7929
583	11103	7909
584	11120	7888
585	11144	7873
586	11161	7853
587	11197	7846
588	11216	7826
589	11250	7817
590	11268	7798
591	11285	7777
592	11302	7757
593	11320	7737
594	11375	7743
595	11390	7721
596	11425	7712
597	11444	7693
598	11461	7673
599	11477	7651
600	11499	7634
601	11518	7615
602	11533	7593
603	11563	7581
604	11583	7562
605	11602	7543
606	11619	7522
607	11637	7503
608	11662	7487
609	11677	7466
610	11693	7444
611	11700	7418
612	11707	7391
613	11719	7367
614	11727	7341
615	11736	7316
616	11752	7295
617	11771	7276
618	11787	7255
619	11804	7235
620	11820	7214
621	11838	7194
622	11855	7174
623	11872	7154
624	11887	7132
625	11902	7110
626	11917	7089
627	11937	7071
628	11953	7050
629	11971	7030
630	12000	7017
631	12008	6992
632	12014	6965
633	12021	6939
634	12033	6916
635	12054	6899
636	12071	6879
637	12088	6859
638	12104	6838
639	12119	6817
640	12136	6797
641	12151	6775
642	12170	6757
643	12186	6736
644	12199	6714
645	12213	6692
646	12229	6672
647	12245	6651
648	12260	6630
649	12276	6610
650	12296	6592
651	12311	6571
652	12328	6551
653	12354	6536
654	12373	6517
655	12389	6496
656	12424	6486
657	12440	6466
658	12457	6446
659	12473	6425
660	12491	6406
661	12505	6385
662	12523	6365
663	12539	6345
664	12554	6324
665	12570	6304
666	12587	6284
667	12603	6263
668	12619	6243
669	12638	6224
670	12656	6205
671	12671	6185
672	12684	6163
673	12703	6144
674	12721	6125
675	12736	6104
676	12750	6083
677	12770	6064
678	12785	6044
679	12806	6026
680	12830	6010
681	12847	5990
682	12863	5970
683	12880	5950
684	12896	5930
685	12913	5910
686	12930	5891
687	12948	5872
688	12962	5851
689	12969	5827
690	12977	5803
691	12984	5779
692	12998	5758
693	13016	5739
694	13033	5719
695	13049	5699
696	13064	5679
697	13078	5658
698	13097	5639
699	13109	5618
700	13121	5596
701	13137	5576
702	13153	5556
703	13166	5535
704	13179	5514
705	13193	5494
706	13204	5472
707	13223	5453
708	13244	5435
709	13258	5415
710	13273	5395
711	13287	5374
712	13302	5354
713	13312	5332
714	13320	5309
715	13326	5286
716	13333	5262
717	13340	5239
718	13351	5218
719	13363	5197
720	13375	5175
721	13388	5155
722	13402	5134
723	13412	5112
724	13422	5091
725	13435	5070
726	13446	5049
727	13461	5029
728	13483	5012
729	13508	4996
730	13525	4977
731	13541	4957
732	13562	4940
733	13578	4920
734	13593	4901
735	13616	4884
736	13633	4865
737	13665	4851
738	13683	4832
739	13703	4814
740	13719	4795
741	13734	4775
742	13749	4755
743	13766	4737
744	13783	4717
745	13793	4696
746	13812	4677
747	13832	4659
748	13849	4641
749	13864	4621
750	13881	4602
751	13897	4583
752	13913	4563
753	13931	4545
754	13946	4525
755	13965	4507
756	13991	4491
757	14039	4482
758	14059	4464
759	14079	4446
760	14123	4435
761	14139	4416
762	14155	4396
763	14171	4377
764	14187	4358
765	14206	4339
766	14229	4322
767	14244	4303
768	14262	4284
769	14280	4265
770	14294	4245
771	14310	4226
772	14324	4206
773	14331	4184
774	14339	4163
775	14346	4141
776	14354	4119
777	14361	4098
778	14376	4078
779	14391	4059
780	14406	4039
781	14424	4021
782	14441	4002
783	14456	3982
784	14472	3963
785	14489	3944
786	14503	3925
787	14537	3911
788	14558	3893
789	14572	3873
790	14590	3855
791	14604	3835
792	14616	3815
793	14631	3796
794	14646	3776
795	14661	3757
796	14674	3737
797	14690	3718
798	14703	3698
799	14715	3678
800	14723	3657
801	14729	3636
802	14736	3615
803	14743	3594
804	14754	3574
805	14764	3553
806	14776	3533
807	14789	3514
808	14803	3494
809	14824	3477
810	14838	3458
811	14851	3438
812	14861	3418
813	14872	3398
814	14885	3378
815	14895	3358
816	14907	3339
817	14917	3319
818	14928	3299
819	14939	3279
820	14953	3260
821	14967	3241
822	14980	3221
823	14989	3201
824	15003	3182
825	15014	3162
826	15025	3143
827	15042	3124
828	15060	3106
829	15074	3087
830	15086	3068
831	15100	3049
832	15112	3029
833	15128	3011
834	15144	2992
835	15158	2973
836	15172	2954
837	15190	2936
838	15209	2918
839	15226	2900
840	15245	2882
841	15263	2864
842	15280	2845
843	15297	2827
844	15316	2809
845	15341	2792
846	15361	2774
847	15382	2757
848	15403	2739
849	15422	2721
850	15441	2703
851	15459	2685
852	15481	2667
853	15495	2649
854	15510	2630
855	15521	2611
856	15535	2592
857	15549	2573
858	15560	2554
859	15574	2535
860	15588	2516
861	15603	2497
862	15616	2479
863	15629	2460
864	15641	2441
865	15655	2422
866	15667	2403
867	15687	2385
868	15700	2366
869	15716	2348
870	15729	2329
871	15744	2311
872	15759	2292
873	15771	2273
874	15786	2255
875	15805	2237
876	15821	2218
877	15836	2200
878	15848	2181
879	15860	2162
880	15874	2144
881	15885	2125
882	15900	2106
883	15914	2088
884	15931	2070
885	15943	2051
886	15955	2032
887	15977	2015
888	15990	1996
889	16003	1977
890	16015	1959
891	16028	1940
892	16040	1922
893	16053	1903
894	16067	1885
895	16082	1866
896	16098	1848
897	16117	1830
898	16133	1812
899	16151	1794
900	16170	1776
901	16191	1759
902	16213	1741
903	16242	1724
904	16262	1707
905	16282	1689
906	16299	1671
907	16319	1653
908	16337	1635
909	16353	1617
910	16369	1599
911	16387	1581
912	16405	1563
913	16424	1545
914	16441	1527
915	16460	1509
916	16482	1491
917	16513	1475
918	16527	1456
919	16545	1438
920	16562	1420
921	16575	1402
922	16591	1384
923	16605	1365
924	16622	1347
925	16637	1329
926	16662	1312
927	16680	1294
928	16694	1275
929	16708	1257
930	16726	1239
931	16739	1221
932	16751	1202
933	16764	1184
934	16778	1166
935	16792	1148
936	16806	1130
937	16828	1112
938	16843	1094
939	16856	1075
940	16867	1057
941	16884	1039
942	16900	1021
943	16916	1003
944	16930	985
945	16946	967
946	16963	949
947	16979	931
948	16996	913
949	17009	895
950	17026	877
951	17042	859
952	17059	841
953	17079	823
954	17096	805
955	17110	787
956	17131	769
957	17170	752
958	17183	734
959	17197	716
960	17211	698
961	17222	680
962	17233	662
963	17245	644
964	17262	626
965	17276	608
966	17291	590
967	17302	571
968	17312	553
969	17323	535
970	17342	517
971	17370	500
972	17383	482
973	17396	464
974	17410	446
975	17424	428
976	17439	410
977	17457	392
978	17474	374
979	17489	356
980	17503	339
981	17515	321
982	17534	303
983	17551	285
984	17569	267
985	17587	249
986	17603	231
987	17617	213
988	17632	196
989	17647	178
990	17662	160
991	17680	142
992	17700	124
993	17719	106
994	17739	89
995	17758	71
996	17783	53
997	17800	35
998	17824	17
999	17845	0
