iter	RMSE
167	0.5631796165
168	0.5624695451
169	0.5618786489
170	0.561399228
171	0.5610175338
172	0.5607197131
173	0.5604246112
174	0.559858466
175	0.5595306504
176	0.5591130414
177	0.5588224067
178	0.5582782724
179	0.5580256054
180	0.5572075986
181	0.5567019218
182	0.5563169159
183	0.5557977804
184	0.5551951024
185	0.5547910916
186	0.5542759443
187	0.5537596835
188	0.5534216541
189	0.5530200548
190	0.5522306266
191	0.5519441632
192	0.55162961
193	0.550738192
194	0.5502906218
195	0.5499713168
196	0.5492944266
197	0.5486081534
198	0.5481041018
199	0.5477466827
200	0.547358133
201	0.5469087813
202	0.5464504086
203	0.5461470519
204	0.5457613742
205	0.5451778825
206	0.5447759693
207	0.5443711824
208	0.5438866692
209	0.5434599278
210	0.5430355981
211	0.542534496
212	0.5421162749
213	0.5417121529
214	0.5412212998
215	0.5404980645
216	0.5401456417
217	0.5394062907
218	0.5388981763
219	0.5384665317
220	0.5382159876
221	0.5377628846
222	0.5373756719
223	0.5368386756
224	0.5361405592
225	0.5360051903
226	0.535756811
227	0.5352930767
228	0.5346568549
229	0.5342028091
230	0.5337416088
231	0.5334875461
232	0.5331531571
233	0.532695935
234	0.5320657003
235	0.5316315329
236	0.5312115053
237	0.530654369
238	0.530227451
239	0.5298056266
240	0.5293198166
241	0.5291205139
242	0.52860608
243	0.5279606439
244	0.5274084386
245	0.5269447312
246	0.5262450378
247	0.5258265338
248	0.5252775551
249	0.5248111272
250	0.5245098013
251	0.5239157258
252	0.5233315153
253	0.5227572228
254	0.5223794814
255	0.5221042255
256	0.5216745723
257	0.5212343359
258	0.5208000058
259	0.5204947945
260	0.520144712
261	0.5200095281
262	0.5193895932
263	0.5189010349
264	0.5187729136
265	0.5182324212
266	0.51775174
267	0.5172825301
268	0.5171107747
269	0.5165113428
270	0.5159640869
271	0.5154670681
272	0.5153009609
273	0.5149335505
274	0.5143865097
275	0.5143316725
276	0.5139627189
277	0.5135271893
278	0.5132228236
279	0.5127790503
280	0.5121781247
281	0.5115865969
282	0.5111779169
283	0.5108234625
284	0.5105090206
285	0.5100317453
286	0.5096365821
287	0.5093362488
288	0.5087350335
289	0.5081585309
290	0.5075806998
291	0.5072453363
292	0.5069032175
293	0.5063035191
294	0.5059855495
295	0.5055490783
296	0.5052654973
297	0.5048897238
298	0.5043676577
299	0.5039824501
300	0.5036065551
301	0.5029610038
302	0.5024476993
303	0.5019098995
304	0.5015848258
305	0.5010926644
306	0.5008481195
307	0.5001651309
308	0.4995951327
309	0.4994126318
310	0.4990111984
311	0.498751892
312	0.4983043931
313	0.4979047235
314	0.4975728019
315	0.4972109621
316	0.496836162
317	0.4965063742
318	0.4960310967
319	0.4954094686
320	0.4950850416
321	0.4948168274
322	0.4946546915
323	0.4943447866
324	0.4936575037
325	0.4935104823
326	0.4932956581
327	0.4932414381
328	0.4929399682
329	0.4926359847
330	0.4921468749
331	0.4914084724
332	0.4910456815
333	0.4908857322
334	0.4903850106
335	0.4900867019
336	0.4897697433
337	0.4894441841
338	0.4889924515
339	0.4886943427
340	0.4883310775
341	0.4880227842
342	0.4876817502
343	0.4873401719
344	0.4872446222
345	0.4868751192
346	0.4866765983
347	0.4864047827
348	0.4858917338
349	0.4855730217
350	0.485202206
351	0.4848769438
352	0.4844179302
353	0.4843984448
354	0.4839324797
355	0.483204998
356	0.4829543116
357	0.4825895686
358	0.4821695029
359	0.4817898723
360	0.4813761495
361	0.4810920454
362	0.4804339101
363	0.4801044856
364	0.4797277238
365	0.4792550711
366	0.4789901463
367	0.4783537648
368	0.4780659019
369	0.4777132278
370	0.4772588698
371	0.477086994
372	0.4767793254
373	0.4761635012
374	0.475770864
375	0.4755263229
376	0.4750496637
377	0.4747654138
378	0.474403369
379	0.474165121
380	0.4738320821
381	0.4736524496
382	0.4730006955
383	0.4725187012
384	0.4721736706
385	0.4718395215
386	0.4714987393
387	0.4711204768
388	0.4709452888
389	0.4706117145
390	0.4701972048
391	0.4698600636
392	0.4694655082
393	0.4688960539
394	0.4686036852
395	0.4680065797
396	0.4677041424
397	0.4674263738
398	0.4671070058
399	0.466863679
400	0.4665290659
401	0.4662111248
402	0.4659305747
403	0.465651726
404	0.4653363626
405	0.4650020476
406	0.4647134089
407	0.4643744583
408	0.4639491632
409	0.4637778182
410	0.4632997226
411	0.4628238764
412	0.4623314694
413	0.4621281766
414	0.461893482
415	0.4615382395
416	0.4612384388
417	0.4606554171
418	0.4603233916
419	0.460018636
420	0.4597097268
421	0.4594891717
422	0.4590810358
423	0.4586393198
424	0.4582225097
425	0.4578891692
426	0.4576720909
427	0.4572650506
428	0.4568823579
429	0.456685153
430	0.4563932334
431	0.4561036427
432	0.4558430036
433	0.4557267443
434	0.4552031126
435	0.4548913757
436	0.4545744946
437	0.4545221633
438	0.454264979
439	0.4538824011
440	0.4536475959
441	0.4532820417
442	0.4531455727
443	0.4526195912
444	0.4522288221
445	0.45189685
446	0.4516188198
447	0.4510088115
448	0.4506543206
449	0.4504161853
450	0.4501311127
451	0.449873138
452	0.4494545278
453	0.4490229071
454	0.4487628611
455	0.4483512099
456	0.4480803771
457	0.4477879678
458	0.4473076842
459	0.4468829359
460	0.4464667295
461	0.4462575297
462	0.4460222757
463	0.4457180578
464	0.4454243478
465	0.445102273
466	0.444664262
467	0.4441585842
468	0.4441483411
469	0.4436960616
470	0.4434734705
471	0.4431190999
472	0.4426756921
473	0.4425473337
474	0.4421376452
475	0.4415563231
476	0.4412955554
477	0.440911012
478	0.4404772247
479	0.4401074374
480	0.4397285169
481	0.43949679
482	0.4394844329
483	0.439251657
484	0.4389470918
485	0.438682878
486	0.4385530996
487	0.4382431037
488	0.4379428799
489	0.4377020428
490	0.4373527427
491	0.437178668
492	0.4369998314
493	0.4368584859
494	0.4366263433
495	0.4361271004
496	0.4359424491
497	0.4357766293
498	0.4355441281
499	0.4351741641
500	0.4346816197
501	0.4342906882
502	0.4338796445
503	0.4336239577
504	0.4333772271
505	0.4330488621
506	0.4327994702
507	0.4322613751
508	0.4321364645
509	0.4317954639
510	0.4315648811
511	0.4313846707
512	0.4310015988
513	0.430735374
514	0.4302008322
515	0.4298346508
516	0.4296291725
517	0.4293593097
518	0.4291575071
519	0.4289189611
520	0.428391458
521	0.4279564193
522	0.4276910923
523	0.4273902146
524	0.4273802298
525	0.4271539502
526	0.4268772411
527	0.4264246386
528	0.4263672433
529	0.4261896775
530	0.4259219464
531	0.42554951
532	0.4254322129
533	0.4253852276
534	0.4250915594
535	0.4250838827
536	0.4248018301
537	0.4244051445
538	0.4242962501
539	0.4241845631
540	0.423697643
541	0.4236909668
542	0.4233453025
543	0.4229230861
544	0.4227357947
545	0.4227243049
546	0.4224120324
547	0.4221589702
548	0.422141932
549	0.4217656581
550	0.4212167563
551	0.42099652
552	0.4207072089
553	0.4203181968
554	0.4199678024
555	0.4196655104
556	0.4193930139
557	0.4190213814
558	0.418796102
559	0.4185102788
560	0.4185055042
561	0.4182044947
562	0.4179251354
563	0.4176435694
564	0.4172875145
565	0.4169715487
566	0.4167049857
567	0.416357386
568	0.4159085769
569	0.4156427301
570	0.4153910091
571	0.4151158881
572	0.4148008481
573	0.4145918497
574	0.4144140625
575	0.4139786291
576	0.4137064974
577	0.4134292399
578	0.4129251863
579	0.4126677412
580	0.4123666915
581	0.4121331211
582	0.4118319333
583	0.4116469685
584	0.4113434785
585	0.4109555508
586	0.4106115769
587	0.4103145678
588	0.4101077614
589	0.4099764536
590	0.4096689661
591	0.4093048631
592	0.4090073138
593	0.4087700496
594	0.4084247104
595	0.4081249088
596	0.4078291199
597	0.4075311167
598	0.4072645057
599	0.4070063822
600	0.4067905462
601	0.4065118356
602	0.4063156713
603	0.40602131
604	0.4056639652
605	0.4054761052
606	0.4052041019
607	0.4049420747
608	0.4047158809
609	0.4047094162
610	0.404529166
611	0.4041784512
612	0.4039603698
613	0.4036821678
614	0.4033324099
615	0.4031286851
616	0.4029308721
617	0.4026245942
618	0.4024392796
619	0.4021846071
620	0.4018898184
621	0.4015872058
622	0.4012228386
623	0.4009533227
624	0.4004499143
625	0.4000994815
626	0.3999088952
627	0.3997890977
628	0.3995616757
629	0.3993601687
630	0.399114331
631	0.398940536
632	0.3987553973
633	0.3985639238
634	0.398287083
635	0.3982177999
636	0.3978943783
637	0.3976602065
638	0.3975247787
639	0.3972428635
640	0.3968788092
641	0.3967083684
642	0.3964114548
643	0.3961248095
644	0.3959113326
645	0.395514953
646	0.3953606095
647	0.3950942805
648	0.3949498979
649	0.3947702763
650	0.3944950486
651	0.3942552268
652	0.3940063185
653	0.393748304
654	0.3934457941
655	0.3934387428
656	0.3932330895
657	0.3931166884
658	0.3928636757
659	0.392520675
660	0.3923048034
661	0.3921183331
662	0.3918815256
663	0.3915885656
664	0.3914008971
665	0.3912327467
666	0.3910160288
667	0.3907546538
668	0.3904117458
669	0.3901883828
670	0.389829879
671	0.3895606991
672	0.389364631
673	0.3890272852
674	0.3886798503
675	0.3884785632
676	0.3881537624
677	0.3878046394
678	0.3876651871
679	0.3873573239
680	0.3871395938
681	0.3869542724
682	0.3866254825
683	0.3862938116
684	0.3859882682
685	0.3858757883
686	0.3857503946
687	0.3854517505
688	0.3852195361
689	0.3850884265
690	0.3848877932
691	0.3845775073
692	0.384385054
693	0.3840877339
694	0.3838815574
695	0.3835147326
696	0.3833970014
697	0.383149741
698	0.3829479524
699	0.3827285863
700	0.3824500805
701	0.3820923565
702	0.3819528724
703	0.3817249675
704	0.3815880604
705	0.3813699937
706	0.3811175883
707	0.3806425899
708	0.3803582082
709	0.3801993701
710	0.3799776081
711	0.3796714018
712	0.3794190498
713	0.3792902436
714	0.3790875608
715	0.3790483658
716	0.3789045021
717	0.3786645115
718	0.3783596636
719	0.3779042373
720	0.3778238136
721	0.3776007091
722	0.3774162931
723	0.3771792447
724	0.3768868956
725	0.3766579711
726	0.3763749758
727	0.3761070508
728	0.3757597701
729	0.3754388522
730	0.3752037319
731	0.3748713514
732	0.3745689435
733	0.3742074862
734	0.3740456305
735	0.3738504964
736	0.3736939223
737	0.3735399244
738	0.373194423
739	0.3730220886
740	0.3728421544
741	0.3725718883
742	0.3722458564
743	0.3720659245
744	0.371676182
745	0.3715454556
746	0.3714122822
747	0.3711107414
748	0.3707651293
749	0.370540041
750	0.3703893412
751	0.3701383838
752	0.3699588833
753	0.3697444978
754	0.3695668747
755	0.369321554
756	0.3691284654
757	0.3688878439
758	0.3686367975
759	0.3684371169
760	0.3682805352
761	0.3680032252
762	0.3678304236
763	0.3676483545
764	0.3674073674
765	0.3673661392
766	0.3670402303
767	0.3668857649
768	0.3666950767
769	0.3665806771
770	0.3663958392
771	0.3661903949
772	0.3660115368
773	0.3657876014
774	0.3655968877
775	0.3654517445
776	0.3652448625
777	0.3650838992
778	0.3649804076
779	0.3647119326
780	0.3645351468
781	0.3643075135
782	0.3640495409
783	0.3639192539
784	0.3637943083
785	0.3635992562
786	0.3632377958
787	0.3630615518
788	0.362839861
789	0.362504625
790	0.3622726088
791	0.3620933366
792	0.3618183042
793	0.3616489834
794	0.3614830621
795	0.3613762527
796	0.3611753028
797	0.3610126615
798	0.3608115166
799	0.3605706959
800	0.3603113907
801	0.3600948472
802	0.359889563
803	0.3596996467
804	0.359601957
805	0.3595454653
806	0.359349094
807	0.3590804746
808	0.3588725807
809	0.3587568348
810	0.3585747986
811	0.3583166119
812	0.3582147225
813	0.3579344702
814	0.3577626049
815	0.35756236
816	0.3573717672
817	0.3571965613
818	0.3568938543
819	0.3567492517
820	0.3563362116
821	0.3560409949
822	0.3559111373
823	0.3556720642
824	0.3554678736
825	0.3552672643
826	0.3550851135
827	0.3548978291
828	0.3547157457
829	0.3545782377
830	0.3543451781
831	0.3542061764
832	0.3540317248
833	0.3536953747
834	0.3533865076
835	0.3531675995
836	0.3529758158
837	0.3528340791
838	0.3526260345
839	0.352500914
840	0.3522034408
841	0.3519757266
842	0.3517848482
843	0.3515129576
844	0.3513118443
845	0.3511648208
846	0.3508386772
847	0.3506394704
848	0.3504060333
849	0.3500153859
850	0.3498768814
851	0.3496228357
852	0.3494443767
853	0.3493191275
854	0.3490692921
855	0.3488985646
856	0.3487208843
857	0.348512601
858	0.3482844153
859	0.3481491086
860	0.3479410056
861	0.3478437311
862	0.347620503
863	0.347403593
864	0.3472106158
865	0.3470176995
866	0.3468049979
867	0.346713032
868	0.3463684508
869	0.3462518353
870	0.3461621617
871	0.3460173831
872	0.3458737558
873	0.3456477147
874	0.3454318157
875	0.3452719924
876	0.3451052902
877	0.3449293041
878	0.3446447398
879	0.3444150993
880	0.3442142112
881	0.3440967505
882	0.3439028098
883	0.3436442811
884	0.3433562009
885	0.3431161708
886	0.3428469404
887	0.3427004169
888	0.3425016555
889	0.3423519523
890	0.3420859895
891	0.3418533462
892	0.3416018468
893	0.3413550171
894	0.3410931035
895	0.3409417255
896	0.3407150507
897	0.3404099926
898	0.3398975403
899	0.3397348155
900	0.339538349
901	0.3392759961
902	0.3391094741
903	0.3387776543
904	0.3385318148
905	0.338326131
906	0.3382213166
907	0.3379909033
908	0.3378117442
909	0.3376902109
910	0.3373568107
911	0.3371031467
912	0.336831484
913	0.336650676
914	0.3365209669
915	0.3363204619
916	0.3360425849
917	0.3359479834
918	0.3357454906
919	0.3355710006
920	0.3354942087
921	0.3352224313
922	0.3349665432
923	0.3348474794
924	0.3345466293
925	0.3343682503
926	0.3342592202
927	0.3340433599
928	0.3338088576
929	0.3337228753
930	0.3335505825
931	0.3333277281
932	0.333186006
933	0.332989841
934	0.3328157783
935	0.332737107
936	0.3325142798
937	0.3323286265
938	0.3322068554
939	0.3320599832
940	0.3318708349
941	0.3316288675
942	0.3314425019
943	0.3312513985
944	0.3310947638
945	0.3310201278
946	0.3307696485
947	0.3305353215
948	0.3304618738
949	0.3303018924
950	0.3301274211
951	0.3298646089
952	0.3297411175
953	0.3295998596
954	0.3294697326
955	0.3293461013
956	0.3292453869
957	0.3289811452
958	0.328770684
959	0.328640424
960	0.3284414174
961	0.3283089157
962	0.3281320714
963	0.3279147222
964	0.3278183607
965	0.3277334254
966	0.3275001986
967	0.3272685784
968	0.3270104347
969	0.326833866
970	0.3266088708
971	0.3263747078
972	0.326266986
973	0.326090744
974	0.3259132174
975	0.3257288298
976	0.3254652218
977	0.3251665012
978	0.3249975262
979	0.3248489076
980	0.3247912316
981	0.3246621352
982	0.3244911897
983	0.3243826359
984	0.3243079372
985	0.324184571
986	0.3240058728
987	0.3239339392
988	0.3238328876
989	0.323613135
990	0.3234018279
991	0.3232961779
992	0.3230636787
993	0.3228336368
994	0.3227471195
995	0.3226277153
996	0.3224039273
997	0.3221754481
998	0.3220595548
999	0.3218973229
